,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,70.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,4.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,308.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,33.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,307.0,0.0,307.0,0.0,62.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,314.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,248.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,308.0,0.0,239.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,344.0,0.0,310.0,0.0,33.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,307.0,0.0,273.0,0.0,273.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,314.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,308.0,0.0,310.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,33.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,166.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,314.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,33.0,0.0,247.0,0.0,247.0,0.0,188.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,350.0,0.0,313.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,206.0,0.0,203.0,0.0,170.0,0.0,0.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,314.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,351.0,0.0,316.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,174.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,150.0,0.0,202.0,0.0,309.0,0.0,273.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,167.0,0.0,130.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,314.0,0.0,314.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,171.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,247.0,0.0,283.0,0.0,247.0,0.0,247.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,202.0,0.0,239.0,0.0,315.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,171.0,0.0,273.0,0.0,310.0,0.0,348.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,279.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,166.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,203.0,0.0,239.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,141.0,0.0,239.0,0.0,239.0,0.0,237.0,0.0,239.0,0.0,314.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,171.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,307.0,0.0,6.0,0.0,307.0,0.0,342.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,166.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,133.0,0.0,314.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,317.0,0.0,316.0,0.0,316.0,0.0,0.0,0.0,318.0,0.0,316.0,0.0,315.0,0.0,212.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,171.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,281.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,166.0,0.0,101.0,0.0,273.0,0.0,269.0,0.0,203.0,0.0,165.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,243.0,0.0,314.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,317.0,0.0,316.0,0.0,353.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,171.0,0.0,310.0,0.0,310.0,0.0,309.0,0.0,10.0,0.0,310.0,0.0,310.0,0.0,308.0,0.0,310.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,166.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,237.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,314.0,0.0,316.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,317.0,0.0,316.0,0.0,353.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,244.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,171.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,344.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,247.0,0.0,247.0,0.0,247.0,0.0,141.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,166.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,237.0,0.0,203.0,0.0,203.0,0.0,203.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,239.0,0.0,314.0,0.0,314.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0,317.0,0.0,316.0,0.0,353.0,0.0,316.0,0.0,318.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,316.0,0.0,310.0,0.0,171.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,310.0,0.0,132.0,0.0,247.0,0.0,247.0,0.0,209.0,0.0,141.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,313.0,0.0,313.0,0.0,313.0,0.0,166.0,0.0,273.0,0.0,273.0,0.0,273.0,0.0,237.0,0.0,203.0,0.0,203.0,0.0,36.0,0.0,166.0,0.0,167.0,0.0,166.0,0.0,107.0,0.0,144.0,0.0,107.0,0.0,239.0,0.0,239.0,0.0,32.0,0.0,314.0,0.0,314.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0
