0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,23.0,23.0,35.0,35.0,35.0,35.0,0.0,0.0,14.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,47.0,0.0,23.0,23.0,23.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,47.0,23.0,23.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,20.0,29.0,23.0,23.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,47.0,44.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,23.0,23.0,47.0,35.0,47.0,0.0,35.0,0.0,47.0,47.0,47.0,44.0
1,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,0.0,0.0,38.0,0.0,0.0,41.0,23.0,23.0,44.0,35.0,35.0,47.0,35.0,0.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,47.0,23.0,23.0,35.0,35.0,35.0,0.0,0.0,44.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,35.0,47.0,47.0,0.0,47.0,23.0,23.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,32.0,44.0,47.0,35.0,35.0,23.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,44.0,47.0,0.0,0.0,0.0,23.0,23.0,35.0,35.0,35.0,0.0,44.0,47.0,47.0,47.0,44.0,44.0
2,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,2.0,47.0,0.0,0.0,0.0,23.0,47.0,47.0,47.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,47.0,47.0,47.0,23.0,35.0,35.0,47.0,0.0,47.0,41.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,17.0,0.0,23.0,23.0,23.0,35.0,35.0,8.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,35.0,47.0,0.0,0.0,23.0,23.0,23.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,23.0,23.0,35.0,35.0,35.0,0.0,17.0,2.0,47.0,47.0,44.0,44.0
3,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,23.0,0.0,0.0,0.0,5.0,0.0,23.0,23.0,23.0,35.0,35.0,35.0,35.0,0.0,14.0,0.0,47.0,47.0,47.0,41.0,44.0,47.0,47.0,47.0,47.0,47.0,38.0,47.0,0.0,23.0,23.0,47.0,47.0,35.0,47.0,0.0,35.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,0.0,38.0,47.0,23.0,23.0,35.0,35.0,47.0,8.0,35.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,41.0,44.0,0.0,23.0,26.0,23.0,35.0,44.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,23.0,23.0,35.0,47.0,35.0,29.0,41.0,0.0,47.0,47.0,44.0,44.0
4,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,17.0,17.0,0.0,44.0,0.0,47.0,23.0,23.0,44.0,35.0,35.0,47.0,17.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,23.0,44.0,23.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,23.0,47.0,47.0,35.0,35.0,0.0,47.0,47.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,47.0,0.0,47.0,0.0,23.0,35.0,35.0,38.0,0.0,47.0,47.0,29.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,29.0,0.0,23.0,23.0,35.0,35.0,35.0,11.0,0.0,14.0,47.0,47.0,44.0,0.0
5,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,0.0,47.0,47.0,47.0,47.0,47.0,47.0,26.0,0.0,0.0,0.0,8.0,0.0,23.0,23.0,23.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,47.0,0.0,35.0,47.0,23.0,47.0,35.0,47.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,17.0,0.0,23.0,0.0,47.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,29.0,0.0,0.0,23.0,23.0,23.0,44.0,35.0,0.0,41.0,0.0,47.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,23.0,23.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0
6,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,0.0,47.0,47.0,47.0,47.0,47.0,14.0,0.0,0.0,17.0,11.0,0.0,23.0,23.0,38.0,23.0,44.0,35.0,35.0,44.0,0.0,47.0,0.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,29.0,0.0,0.0,23.0,23.0,23.0,35.0,35.0,47.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,41.0,8.0,23.0,23.0,35.0,35.0,35.0,0.0,38.0,0.0,47.0,47.0,44.0,47.0,44.0,47.0,47.0,47.0,47.0,2.0,0.0,44.0,5.0,23.0,23.0,35.0,47.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,17.0,23.0,23.0,35.0,35.0,35.0,35.0,47.0,0.0,47.0,47.0,47.0,47.0
7,47.0,47.0,47.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,0.0,47.0,47.0,47.0,47.0,47.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,23.0,23.0,23.0,35.0,47.0,47.0,35.0,0.0,0.0,0.0,47.0,47.0,47.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,0.0,47.0,47.0,23.0,23.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,0.0,0.0,23.0,23.0,35.0,47.0,35.0,47.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,14.0,5.0,23.0,23.0,47.0,35.0,35.0,0.0,47.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,23.0,47.0,35.0,35.0,44.0,0.0,44.0,0.0,47.0,47.0,47.0,44.0
8,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,0.0,47.0,47.0,47.0,47.0,47.0,0.0,32.0,0.0,0.0,0.0,44.0,0.0,23.0,23.0,29.0,35.0,47.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,47.0,0.0,23.0,23.0,23.0,35.0,35.0,35.0,29.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,0.0,47.0,23.0,23.0,47.0,35.0,35.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,23.0,20.0,0.0,23.0,47.0,23.0,35.0,35.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,23.0,23.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0
9,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,44.0,44.0,0.0,47.0,47.0,47.0,47.0,47.0,32.0,17.0,47.0,0.0,44.0,0.0,0.0,23.0,23.0,41.0,35.0,35.0,35.0,35.0,14.0,0.0,44.0,47.0,47.0,47.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,0.0,0.0,23.0,23.0,23.0,35.0,35.0,35.0,0.0,0.0,0.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,47.0,0.0,26.0,23.0,23.0,35.0,47.0,35.0,0.0,23.0,41.0,47.0,47.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,0.0,29.0,0.0,23.0,23.0,23.0,35.0,38.0,41.0,0.0,0.0,47.0,47.0,47.0,44.0,44.0,47.0,0.0,47.0,47.0,0.0,0.0,29.0,23.0,23.0,47.0,35.0,35.0,0.0,38.0,0.0,47.0,47.0,44.0,47.0
