0,3.0,21.0,3.0,3.0,15.0,3.0,3.0,0.0,0.0,12.0,15.0,3.0,0.0,15.0,9.0,36.0,36.0,45.0,6.0,6.0,9.0,24.0,24.0,0.0,29.0,29.0,11.0,11.0,15.0,36.0,0.0,6.0,36.0,3.0,3.0,0.0,0.0,36.0,15.0,36.0,6.0,53.0,45.0,33.0,6.0,3.0,27.0,33.0,0.0,8.0,29.0,11.0,39.0,53.0,0.0,0.0,0.0,24.0,0.0,45.0,3.0,6.0,30.0,0.0,15.0,12.0,36.0,45.0,45.0,0.0,6.0,24.0,24.0,26.0,6.0,12.0,29.0,3.0,0.0,3.0,53.0,0.0,0.0,45.0,8.0,3.0,0.0,0.0,15.0,15.0,42.0,45.0,36.0,45.0,6.0,14.0,24.0,24.0,0.0,26.0,21.0,29.0,6.0,29.0,53.0,0.0,6.0,8.0,15.0
1,3.0,3.0,24.0,0.0,3.0,0.0,3.0,3.0,12.0,3.0,3.0,0.0,0.0,15.0,9.0,36.0,36.0,9.0,0.0,6.0,9.0,27.0,24.0,26.0,20.0,29.0,11.0,11.0,53.0,53.0,27.0,0.0,36.0,3.0,3.0,50.0,0.0,0.0,15.0,36.0,36.0,53.0,45.0,6.0,6.0,0.0,9.0,12.0,47.0,0.0,29.0,11.0,29.0,53.0,18.0,0.0,21.0,27.0,45.0,0.0,21.0,29.0,0.0,0.0,15.0,0.0,36.0,45.0,15.0,6.0,6.0,3.0,24.0,26.0,26.0,18.0,0.0,11.0,36.0,53.0,3.0,44.0,0.0,45.0,29.0,3.0,0.0,0.0,15.0,3.0,36.0,9.0,45.0,45.0,6.0,6.0,24.0,24.0,0.0,12.0,29.0,12.0,20.0,0.0,3.0,30.0,0.0,8.0,8.0
2,3.0,6.0,21.0,0.0,3.0,0.0,0.0,18.0,0.0,3.0,3.0,0.0,0.0,15.0,0.0,36.0,36.0,8.0,45.0,6.0,0.0,24.0,24.0,26.0,29.0,6.0,0.0,11.0,0.0,6.0,0.0,6.0,36.0,3.0,3.0,0.0,0.0,18.0,12.0,36.0,6.0,18.0,45.0,6.0,0.0,24.0,6.0,0.0,0.0,0.0,14.0,11.0,11.0,0.0,39.0,38.0,33.0,0.0,3.0,45.0,3.0,12.0,0.0,17.0,15.0,15.0,36.0,39.0,12.0,6.0,6.0,24.0,0.0,26.0,26.0,21.0,29.0,11.0,42.0,29.0,53.0,30.0,0.0,45.0,9.0,0.0,21.0,0.0,30.0,15.0,12.0,36.0,21.0,0.0,6.0,12.0,0.0,33.0,0.0,0.0,29.0,29.0,6.0,11.0,18.0,3.0,0.0,6.0,8.0
3,3.0,24.0,3.0,3.0,12.0,0.0,3.0,29.0,0.0,6.0,3.0,0.0,0.0,0.0,9.0,36.0,39.0,45.0,18.0,0.0,6.0,24.0,6.0,26.0,29.0,29.0,11.0,11.0,9.0,0.0,12.0,6.0,36.0,0.0,3.0,45.0,53.0,3.0,9.0,0.0,24.0,0.0,45.0,6.0,6.0,24.0,24.0,0.0,26.0,11.0,0.0,21.0,11.0,24.0,53.0,6.0,33.0,24.0,3.0,45.0,3.0,3.0,0.0,0.0,15.0,3.0,36.0,42.0,45.0,6.0,6.0,24.0,24.0,26.0,26.0,0.0,9.0,53.0,11.0,53.0,53.0,44.0,0.0,0.0,29.0,27.0,3.0,45.0,15.0,15.0,0.0,36.0,45.0,24.0,6.0,6.0,24.0,24.0,26.0,0.0,53.0,24.0,9.0,11.0,53.0,0.0,0.0,45.0,8.0
4,3.0,3.0,0.0,3.0,27.0,0.0,3.0,45.0,0.0,30.0,3.0,53.0,53.0,30.0,0.0,36.0,36.0,45.0,12.0,45.0,0.0,24.0,24.0,26.0,50.0,29.0,11.0,11.0,30.0,15.0,0.0,6.0,36.0,47.0,3.0,0.0,0.0,21.0,0.0,36.0,27.0,12.0,18.0,24.0,0.0,18.0,24.0,8.0,41.0,18.0,29.0,45.0,53.0,6.0,6.0,0.0,0.0,9.0,45.0,45.0,3.0,9.0,21.0,24.0,3.0,21.0,18.0,0.0,8.0,6.0,6.0,24.0,45.0,14.0,0.0,41.0,0.0,11.0,21.0,53.0,53.0,36.0,0.0,45.0,38.0,0.0,6.0,12.0,9.0,15.0,3.0,36.0,0.0,6.0,6.0,0.0,3.0,24.0,26.0,45.0,12.0,33.0,12.0,11.0,53.0,0.0,0.0,8.0,0.0
5,3.0,3.0,3.0,24.0,3.0,0.0,3.0,3.0,12.0,18.0,6.0,0.0,0.0,15.0,0.0,36.0,36.0,45.0,15.0,14.0,3.0,24.0,8.0,26.0,50.0,29.0,0.0,11.0,53.0,15.0,0.0,6.0,36.0,0.0,3.0,0.0,12.0,18.0,15.0,9.0,36.0,45.0,45.0,0.0,45.0,24.0,30.0,8.0,0.0,12.0,0.0,27.0,0.0,53.0,53.0,39.0,9.0,24.0,45.0,45.0,3.0,21.0,0.0,15.0,15.0,0.0,36.0,3.0,0.0,6.0,6.0,24.0,24.0,26.0,0.0,21.0,6.0,11.0,42.0,39.0,6.0,8.0,0.0,45.0,29.0,3.0,24.0,0.0,0.0,6.0,36.0,36.0,15.0,0.0,6.0,0.0,0.0,12.0,27.0,50.0,3.0,29.0,0.0,11.0,27.0,0.0,23.0,8.0,8.0
6,3.0,9.0,3.0,27.0,3.0,0.0,3.0,3.0,50.0,15.0,3.0,12.0,0.0,3.0,15.0,36.0,36.0,45.0,0.0,14.0,12.0,3.0,24.0,26.0,0.0,29.0,11.0,44.0,15.0,3.0,20.0,45.0,36.0,3.0,3.0,0.0,0.0,0.0,15.0,42.0,9.0,45.0,45.0,15.0,3.0,0.0,24.0,27.0,53.0,0.0,17.0,42.0,11.0,53.0,6.0,0.0,8.0,18.0,45.0,45.0,0.0,18.0,0.0,15.0,15.0,9.0,36.0,6.0,30.0,6.0,3.0,24.0,24.0,0.0,26.0,0.0,3.0,11.0,42.0,9.0,33.0,45.0,0.0,0.0,29.0,3.0,0.0,0.0,15.0,15.0,36.0,44.0,45.0,0.0,6.0,21.0,24.0,24.0,26.0,26.0,41.0,30.0,11.0,11.0,53.0,0.0,0.0,8.0,24.0
7,3.0,3.0,36.0,3.0,3.0,0.0,3.0,12.0,18.0,12.0,27.0,0.0,0.0,15.0,3.0,12.0,24.0,45.0,45.0,14.0,18.0,24.0,18.0,26.0,50.0,29.0,6.0,29.0,53.0,42.0,0.0,6.0,36.0,0.0,3.0,0.0,0.0,15.0,15.0,36.0,36.0,45.0,45.0,18.0,6.0,27.0,12.0,21.0,26.0,24.0,29.0,11.0,18.0,42.0,53.0,0.0,45.0,45.0,3.0,45.0,3.0,9.0,9.0,15.0,21.0,18.0,21.0,36.0,45.0,6.0,0.0,18.0,24.0,6.0,0.0,33.0,0.0,11.0,6.0,39.0,18.0,41.0,0.0,8.0,8.0,18.0,3.0,21.0,27.0,9.0,36.0,18.0,39.0,39.0,0.0,45.0,0.0,24.0,0.0,26.0,29.0,29.0,8.0,0.0,53.0,0.0,0.0,36.0,8.0
8,3.0,3.0,30.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,47.0,42.0,0.0,24.0,15.0,0.0,0.0,45.0,45.0,27.0,12.0,24.0,24.0,26.0,0.0,29.0,11.0,11.0,6.0,0.0,0.0,8.0,45.0,3.0,3.0,36.0,0.0,0.0,15.0,36.0,20.0,45.0,0.0,6.0,39.0,24.0,39.0,9.0,39.0,6.0,26.0,11.0,27.0,53.0,53.0,0.0,21.0,0.0,0.0,3.0,9.0,18.0,0.0,42.0,0.0,53.0,0.0,45.0,27.0,6.0,6.0,24.0,24.0,45.0,0.0,42.0,47.0,11.0,0.0,53.0,0.0,6.0,9.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,33.0,36.0,45.0,27.0,42.0,0.0,0.0,42.0,42.0,53.0,33.0,15.0,11.0,0.0,53.0,0.0,0.0,8.0,15.0
9,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,9.0,9.0,0.0,3.0,15.0,27.0,36.0,8.0,45.0,15.0,21.0,47.0,0.0,24.0,18.0,29.0,21.0,42.0,11.0,6.0,53.0,0.0,18.0,8.0,3.0,3.0,0.0,0.0,9.0,15.0,0.0,26.0,45.0,45.0,6.0,39.0,9.0,45.0,26.0,26.0,3.0,33.0,11.0,42.0,0.0,21.0,47.0,15.0,0.0,45.0,42.0,6.0,27.0,0.0,15.0,15.0,36.0,27.0,0.0,0.0,6.0,0.0,24.0,6.0,26.0,26.0,6.0,15.0,0.0,42.0,3.0,30.0,0.0,0.0,0.0,8.0,3.0,0.0,12.0,36.0,15.0,24.0,9.0,45.0,0.0,27.0,30.0,24.0,30.0,15.0,26.0,0.0,29.0,21.0,11.0,0.0,0.0,0.0,0.0,24.0
